customer_id,recency,frequency,monetary,R,F,M,RFM,segment
C00495,11,15,10712.67,5,3,1,9,Potential Loyalists
C00496,54,13,14535.03,2,2,3,7,Potential Loyalists
C00497,73,12,12930.14,2,1,2,5,At Risk
C00498,4,12,10406.6,5,1,1,7,Potential Loyalists
C00499,80,17,18757.73,2,4,4,10,Loyal Customers
C00500,151,12,6855.21,1,1,1,3,Hibernating
C00501,137,13,12298.5,1,2,2,5,At Risk
C00502,275,11,11628.72,1,1,2,4,Hibernating
C00503,60,12,11346.84,2,1,1,4,Hibernating
C00504,14,17,23832.56,4,4,5,13,Champions
C00505,35,12,10539.2,3,1,1,5,At Risk
C00506,118,15,16896.21,1,3,3,7,Potential Loyalists
C00507,0,10,7216.75,5,1,1,7,Potential Loyalists
C00508,26,18,22340.28,3,4,5,12,Loyal Customers
C00509,3,8,7552.63,5,1,1,7,Potential Loyalists
C00510,10,23,21067.42,5,5,5,15,Champions
C00511,86,16,16355.77,2,3,3,8,Potential Loyalists
C00512,69,10,18993.95,2,1,4,7,Potential Loyalists
C00513,19,21,19912.72,4,5,4,13,Champions
C00514,112,12,9021.61,1,1,1,3,Hibernating
C00515,4,15,21225.9,5,3,5,13,Champions
C00516,73,18,24118.01,2,4,5,11,Loyal Customers
C00517,11,15,14837.96,5,3,3,11,Loyal Customers
C00518,24,20,17662.47,4,5,4,13,Champions
C00519,52,11,11994.210000000001,2,1,2,5,At Risk
C00520,48,17,12932.55,2,4,2,8,Potential Loyalists
C00521,36,20,22334.66,3,5,5,13,Champions
C00522,259,13,13542.12,1,2,2,5,At Risk
C00523,21,17,19878.61,4,4,4,12,Loyal Customers
C00524,108,12,14297.27,1,1,2,4,Hibernating
C00525,70,22,21159.350000000002,2,5,5,12,Loyal Customers
C00526,7,18,19252.98,5,4,4,13,Champions
C00527,27,17,20961.7,3,4,5,12,Loyal Customers
C00528,44,11,12490.26,3,1,2,6,At Risk
C00529,77,12,16127.95,2,1,3,6,At Risk
C00530,53,17,14785.58,2,4,3,9,Potential Loyalists
C00531,90,18,19203.04,2,4,4,10,Loyal Customers
C00532,198,16,19709.01,1,3,4,8,Potential Loyalists
C00533,37,12,17474.18,3,1,4,8,Potential Loyalists
C00534,39,12,12735.779999999999,3,1,2,6,At Risk
C00535,11,12,14499.27,5,1,3,9,Potential Loyalists
C00536,7,14,19731.72,5,2,4,11,Loyal Customers
C00537,10,10,11085.51,5,1,1,7,Potential Loyalists
C00538,188,16,15959.26,1,3,3,7,Potential Loyalists
C00539,27,11,8454.46,3,1,1,5,At Risk
C00540,3,18,16288.71,5,4,3,12,Loyal Customers
C00541,47,13,11562.81,3,2,1,6,At Risk
C00542,9,16,13228.720000000001,5,3,2,10,Loyal Customers
C00543,26,11,12099.53,3,1,2,6,At Risk
C00544,8,18,17988.13,5,4,4,13,Champions
C00545,37,19,13598.08,3,5,2,10,Loyal Customers
C00546,84,17,14211.49,2,4,2,8,Potential Loyalists
C00547,14,15,19741.03,4,3,4,11,Loyal Customers
C00548,21,15,11843.289999999999,4,3,2,9,Potential Loyalists
C00549,121,12,12759.29,1,1,2,4,Hibernating
C00550,89,20,15402.130000000001,2,5,3,10,Loyal Customers
C00551,6,12,16560.18,5,1,3,9,Potential Loyalists
C00552,38,15,15658.83,3,3,3,9,Potential Loyalists
C00553,50,15,15923.039999999999,2,3,3,8,Potential Loyalists
C00554,21,19,24123.31,4,5,5,14,Champions
C00555,6,22,16072.84,5,5,3,13,Champions
C00556,372,14,10133.12,1,2,1,4,Hibernating
C00557,4,18,21260.25,5,4,5,14,Champions
C00558,66,15,16303.36,2,3,3,8,Potential Loyalists
C00559,228,8,5725.05,1,1,1,3,Hibernating
C00560,56,14,15826.83,2,2,3,7,Potential Loyalists
C00561,48,16,20675.65,2,3,5,10,Loyal Customers
C00562,106,13,16905.46,1,2,3,6,At Risk
C00563,117,18,21148.71,1,4,5,10,Loyal Customers
C00564,42,16,14271.74,3,3,2,8,Potential Loyalists
C00565,148,17,15175.09,1,4,3,8,Potential Loyalists
C00566,12,14,17081.2,4,2,4,10,Loyal Customers
C00567,21,20,15664.67,4,5,3,12,Loyal Customers
C00568,13,19,23478.15,4,5,5,14,Champions
C00569,234,10,9220.36,1,1,1,3,Hibernating
C00570,12,19,19846.55,4,5,4,13,Champions
C00571,215,14,18052.91,1,2,4,7,Potential Loyalists
C00572,8,23,24872.29,5,5,5,15,Champions
C00573,8,20,21150.01,5,5,5,15,Champions
C00574,25,13,12793.69,4,2,2,8,Potential Loyalists
C00575,12,10,11327.03,4,1,1,6,At Risk
C00576,216,10,6776.53,1,1,1,3,Hibernating
C00577,24,26,25695.329999999998,4,5,5,14,Champions
C00578,2,13,10466.51,5,2,1,8,Potential Loyalists
C00579,13,13,13718.05,4,2,2,8,Potential Loyalists
C00580,19,16,20869.04,4,3,5,12,Loyal Customers
C00581,20,14,14308.82,4,2,2,8,Potential Loyalists
C00582,44,18,27285.72,3,4,5,12,Loyal Customers
C00583,4,20,16180.0,5,5,3,13,Champions
C00584,53,17,17015.21,2,4,4,10,Loyal Customers
C00585,14,21,20859.75,4,5,5,14,Champions
C00586,12,20,19548.7,4,5,4,13,Champions
C00587,10,18,17193.8,5,4,4,13,Champions
C00588,70,19,20577.69,2,5,5,12,Loyal Customers
C00589,38,15,18471.32,3,3,4,10,Loyal Customers
C00590,17,12,14300.199999999999,4,1,2,7,Potential Loyalists
C00591,17,18,17366.51,4,4,4,12,Loyal Customers
C00592,24,10,9029.72,4,1,1,6,At Risk
C00593,44,13,15305.31,3,2,3,8,Potential Loyalists
C00594,8,18,17601.12,5,4,4,13,Champions
C00595,27,19,21904.05,3,5,5,13,Champions
C00596,123,14,18643.510000000002,1,2,4,7,Potential Loyalists
C00597,10,18,21801.72,5,4,5,14,Champions
C00598,43,15,14124.78,3,3,2,8,Potential Loyalists
C00599,6,23,27810.739999999998,5,5,5,15,Champions
C00600,19,19,15547.439999999999,4,5,3,12,Loyal Customers
C00601,0,10,10974.949999999999,5,1,1,7,Potential Loyalists
C00602,26,15,16127.71,3,3,3,9,Potential Loyalists
C00603,39,11,11888.79,3,1,2,6,At Risk
C00604,32,13,12633.91,3,2,2,7,Potential Loyalists
C00605,7,13,11570.55,5,2,2,9,Potential Loyalists
C00606,1,18,18316.6,5,4,4,13,Champions
C00607,15,14,9866.93,4,2,1,7,Potential Loyalists
C00608,1,24,27303.26,5,5,5,15,Champions
C00609,2,20,20193.35,5,5,4,14,Champions
C00610,7,19,22092.41,5,5,5,15,Champions
C00611,58,28,26130.98,2,5,5,12,Loyal Customers
C00612,7,18,24770.91,5,4,5,14,Champions
C00613,37,17,13114.47,3,4,2,9,Potential Loyalists
C00614,40,17,17695.35,3,4,4,11,Loyal Customers
C00615,29,15,24775.65,3,3,5,11,Loyal Customers
C00616,6,19,18014.65,5,5,4,14,Champions
C00617,19,17,12968.19,4,4,2,10,Loyal Customers
C00618,40,16,14039.41,3,3,2,8,Potential Loyalists
C00619,38,12,13402.16,3,1,2,6,At Risk
C00620,1,12,11830.72,5,1,2,8,Potential Loyalists
C00621,354,9,4465.9,1,1,1,3,Hibernating
C00622,258,9,11017.68,1,1,1,3,Hibernating
C00623,48,11,8995.460000000001,2,1,1,4,Hibernating
C00624,1,20,15243.8,5,5,3,13,Champions
C00625,87,12,13183.14,2,1,2,5,At Risk
C00626,6,15,14908.69,5,3,3,11,Loyal Customers
C00627,35,13,12851.93,3,2,2,7,Potential Loyalists
C00628,48,22,26581.03,2,5,5,12,Loyal Customers
C00629,9,13,11277.77,5,2,1,8,Potential Loyalists
C00630,99,13,13441.32,1,2,2,5,At Risk
C00631,227,7,8261.23,1,1,1,3,Hibernating
C00632,22,8,11603.52,4,1,2,7,Potential Loyalists
C00633,90,18,19456.08,2,4,4,10,Loyal Customers
C00634,7,21,23488.42,5,5,5,15,Champions
C00635,21,10,7989.82,4,1,1,6,At Risk
C00636,232,16,14560.06,1,3,3,7,Potential Loyalists
C00637,7,23,23496.18,5,5,5,15,Champions
C00638,5,23,18908.08,5,5,4,14,Champions
C00639,5,17,18484.34,5,4,4,13,Champions
C00640,30,14,17009.649999999998,3,2,4,9,Potential Loyalists
C00641,27,14,9204.29,3,2,1,6,At Risk
C00642,5,14,13299.03,5,2,2,9,Potential Loyalists
C00643,36,15,18963.65,3,3,4,10,Loyal Customers
C00644,24,14,17874.71,4,2,4,10,Loyal Customers
C00645,15,20,19300.96,4,5,4,13,Champions
C00646,226,12,12049.15,1,1,2,4,Hibernating
C00647,47,14,13383.4,3,2,2,7,Potential Loyalists
C00648,105,17,15311.18,1,4,3,8,Potential Loyalists
C00649,152,10,9432.58,1,1,1,3,Hibernating
C00650,41,12,11150.78,3,1,1,5,At Risk
C00651,22,14,14168.91,4,2,2,8,Potential Loyalists
C00652,37,12,9819.62,3,1,1,5,At Risk
C00653,69,22,25370.95,2,5,5,12,Loyal Customers
C00654,216,17,19689.44,1,4,4,9,Potential Loyalists
C00655,17,21,21286.79,4,5,5,14,Champions
C00656,226,14,11126.59,1,2,1,4,Hibernating
C00657,11,12,15875.650000000001,5,1,3,9,Potential Loyalists
C00658,64,16,23888.54,2,3,5,10,Loyal Customers
C00659,137,15,18087.21,1,3,4,8,Potential Loyalists
C00660,3,22,27191.850000000002,5,5,5,15,Champions
C00661,116,20,18689.95,1,5,4,10,Loyal Customers
C00662,4,15,11480.86,5,3,1,9,Potential Loyalists
C00663,11,12,10418.35,5,1,1,7,Potential Loyalists
C00664,49,22,20366.78,2,5,4,11,Loyal Customers
C00665,41,18,21702.86,3,4,5,12,Loyal Customers
C00666,7,14,16079.880000000001,5,2,3,10,Loyal Customers
C00667,37,8,3079.2799999999997,3,1,1,5,At Risk
C00668,86,15,14558.09,2,3,3,8,Potential Loyalists
C00669,24,22,26729.81,4,5,5,14,Champions
C00670,112,10,12087.300000000001,1,1,2,4,Hibernating
C00671,23,20,25326.14,4,5,5,14,Champions
C00672,61,18,16178.11,2,4,3,9,Potential Loyalists
C00673,28,17,12866.77,3,4,2,9,Potential Loyalists
C00674,61,11,10722.37,2,1,1,4,Hibernating
C00675,72,19,27932.23,2,5,5,12,Loyal Customers
C00676,224,9,7612.04,1,1,1,3,Hibernating
C00677,67,11,9990.28,2,1,1,4,Hibernating
C00678,41,13,18869.09,3,2,4,9,Potential Loyalists
C00679,16,15,16751.96,4,3,3,10,Loyal Customers
C00680,59,11,11260.13,2,1,1,4,Hibernating
C00681,166,11,9001.55,1,1,1,3,Hibernating
C00682,181,9,11327.73,1,1,1,3,Hibernating
C00683,46,22,27342.48,3,5,5,13,Champions
C00684,31,10,9824.17,3,1,1,5,At Risk
C00685,53,16,17909.13,2,3,4,9,Potential Loyalists
C00686,39,10,12270.35,3,1,2,6,At Risk
C00687,11,16,14085.06,5,3,2,10,Loyal Customers
C00688,87,12,9303.31,2,1,1,4,Hibernating
C00689,52,15,17007.92,2,3,4,9,Potential Loyalists
C00690,117,14,18994.45,1,2,4,7,Potential Loyalists
C00691,76,12,14480.94,2,1,3,6,At Risk
C00692,114,15,19255.54,1,3,4,8,Potential Loyalists
C00693,20,15,16576.96,4,3,3,10,Loyal Customers
C00694,39,21,27001.96,3,5,5,13,Champions
C00695,81,12,12625.06,2,1,2,5,At Risk
C00696,17,16,16386.15,4,3,3,10,Loyal Customers
C00697,158,11,11002.34,1,1,1,3,Hibernating
C00698,1,21,24545.48,5,5,5,15,Champions
C00699,51,12,11648.18,2,1,2,5,At Risk
C00700,78,11,12494.289999999999,2,1,2,5,At Risk
C00701,42,14,17266.96,3,2,4,9,Potential Loyalists
C00702,16,14,9981.3,4,2,1,7,Potential Loyalists
C00703,210,14,13376.98,1,2,2,5,At Risk
C00704,30,11,18777.5,3,1,4,8,Potential Loyalists
C00705,156,16,12746.63,1,3,2,6,At Risk
C00706,54,15,13704.91,2,3,2,7,Potential Loyalists
C00707,84,12,14872.61,2,1,3,6,At Risk
C00708,8,14,14912.27,5,2,3,10,Loyal Customers
C00709,72,13,13464.18,2,2,2,6,At Risk
C00710,14,17,16471.38,4,4,3,11,Loyal Customers
C00711,45,18,18484.06,3,4,4,11,Loyal Customers
C00712,24,14,16905.27,4,2,3,9,Potential Loyalists
C00713,76,15,14276.41,2,3,2,7,Potential Loyalists
C00714,17,18,22945.71,4,4,5,13,Champions
C00715,15,25,25402.4,4,5,5,14,Champions
C00716,40,16,17224.15,3,3,4,10,Loyal Customers
C00717,42,16,16124.32,3,3,3,9,Potential Loyalists
C00718,19,14,16267.08,4,2,3,9,Potential Loyalists
C00719,18,16,16981.77,4,3,3,10,Loyal Customers
C00720,11,23,24669.079999999998,5,5,5,15,Champions
C00721,48,17,14946.07,2,4,3,9,Potential Loyalists
C00722,3,18,20270.82,5,4,4,13,Champions
C00723,3,10,11845.8,5,1,2,8,Potential Loyalists
C00724,4,16,17616.27,5,3,4,12,Loyal Customers
C00725,146,13,13489.369999999999,1,2,2,5,At Risk
C00726,47,12,10415.09,3,1,1,5,At Risk
C00727,30,16,23684.22,3,3,5,11,Loyal Customers
C00728,146,14,16069.3,1,2,3,6,At Risk
C00729,36,18,17164.56,3,4,4,11,Loyal Customers
C00730,111,16,13299.44,1,3,2,6,At Risk
C00731,15,23,29329.28,4,5,5,14,Champions
C00732,0,18,16394.87,5,4,3,12,Loyal Customers
C00733,17,15,17045.13,4,3,4,11,Loyal Customers
C00734,20,22,28969.74,4,5,5,14,Champions
C00735,28,20,16989.07,3,5,3,11,Loyal Customers
C00736,20,14,17543.47,4,2,4,10,Loyal Customers
C00737,29,15,17078.19,3,3,4,10,Loyal Customers
C00738,9,9,9314.02,5,1,1,7,Potential Loyalists
C00739,119,18,16599.95,1,4,3,8,Potential Loyalists
C00740,56,13,14340.19,2,2,2,6,At Risk
C00741,53,19,20708.78,2,5,5,12,Loyal Customers
C00742,99,13,9857.39,1,2,1,4,Hibernating
C00743,67,17,10149.65,2,4,1,7,Potential Loyalists
C00744,152,12,11251.14,1,1,1,3,Hibernating
C00745,55,18,21946.57,2,4,5,11,Loyal Customers
C00746,47,13,9345.14,3,2,1,6,At Risk
C00747,22,11,11771.060000000001,4,1,2,7,Potential Loyalists
C00748,60,12,10556.36,2,1,1,4,Hibernating
C00749,9,18,13191.52,5,4,2,11,Loyal Customers
C00750,22,17,15947.8,4,4,3,11,Loyal Customers
C00751,116,17,19144.89,1,4,4,9,Potential Loyalists
C00752,56,13,14765.33,2,2,3,7,Potential Loyalists
C00753,13,19,16381.85,4,5,3,12,Loyal Customers
C00754,193,11,9275.83,1,1,1,3,Hibernating
C00755,33,12,12174.07,3,1,2,6,At Risk
C00756,192,8,7438.01,1,1,1,3,Hibernating
C00757,27,13,11862.560000000001,3,2,2,7,Potential Loyalists
C00758,47,7,13858.25,3,1,2,6,At Risk
C00759,72,15,16488.68,2,3,3,8,Potential Loyalists
C00760,44,12,10652.35,3,1,1,5,At Risk
C00761,11,19,26768.62,5,5,5,15,Champions
C00762,62,19,22450.690000000002,2,5,5,12,Loyal Customers
C00763,46,16,21205.68,3,3,5,11,Loyal Customers
C00764,10,19,17592.66,5,5,4,14,Champions
C00765,23,11,7232.11,4,1,1,6,At Risk
C00766,0,15,11510.01,5,3,1,9,Potential Loyalists
C00767,74,13,13841.96,2,2,2,6,At Risk
C00768,44,14,11926.56,3,2,2,7,Potential Loyalists
C00769,28,14,11851.92,3,2,2,7,Potential Loyalists
C00770,120,19,18063.01,1,5,4,10,Loyal Customers
C00771,84,18,20229.15,2,4,4,10,Loyal Customers
C00772,2,22,27394.7,5,5,5,15,Champions
C00773,196,14,21007.82,1,2,5,8,Potential Loyalists
C00774,4,16,19608.93,5,3,4,12,Loyal Customers
C00775,183,21,16225.84,1,5,3,9,Potential Loyalists
C00776,98,18,20454.39,1,4,5,10,Loyal Customers
C00777,38,9,8410.0,3,1,1,5,At Risk
C00778,13,8,8718.58,4,1,1,6,At Risk
C00779,28,17,21372.87,3,4,5,12,Loyal Customers
C00780,89,14,20006.1,2,2,4,8,Potential Loyalists
C00781,3,17,20407.76,5,4,5,14,Champions
C00782,4,13,8751.380000000001,5,2,1,8,Potential Loyalists
C00783,3,18,20407.7,5,4,5,14,Champions
C00784,2,18,21566.92,5,4,5,14,Champions
C00785,81,18,26204.2,2,4,5,11,Loyal Customers
C00786,20,8,9267.99,4,1,1,6,At Risk
C00787,25,10,11414.66,4,1,1,6,At Risk
C00788,69,22,19142.48,2,5,4,11,Loyal Customers
C00789,60,18,18582.31,2,4,4,10,Loyal Customers
C00790,7,15,16260.0,5,3,3,11,Loyal Customers
C00791,8,11,8630.460000000001,5,1,1,7,Potential Loyalists
C00792,4,12,10529.33,5,1,1,7,Potential Loyalists
C00793,60,16,17078.420000000002,2,3,4,9,Potential Loyalists
C00794,46,13,14768.06,3,2,3,8,Potential Loyalists
C00795,4,11,8894.72,5,1,1,7,Potential Loyalists
C00796,129,14,18474.71,1,2,4,7,Potential Loyalists
C00797,3,18,13357.61,5,4,2,11,Loyal Customers
C00798,70,15,15187.11,2,3,3,8,Potential Loyalists
C00799,19,16,21116.760000000002,4,3,5,12,Loyal Customers
C00800,119,13,13014.63,1,2,2,5,At Risk
C00801,30,13,9482.62,3,2,1,6,At Risk
C00802,8,18,18020.48,5,4,4,13,Champions
C00803,202,13,13083.57,1,2,2,5,At Risk
C00804,120,12,12554.11,1,1,2,4,Hibernating
C00805,84,19,17470.84,2,5,4,11,Loyal Customers
C00806,37,18,17575.26,3,4,4,11,Loyal Customers
C00807,49,19,14613.05,2,5,3,10,Loyal Customers
C00808,37,17,20898.45,3,4,5,12,Loyal Customers
C00809,51,18,21963.77,2,4,5,11,Loyal Customers
C00810,13,22,21062.18,4,5,5,14,Champions
C00811,7,24,26082.83,5,5,5,15,Champions
C00812,3,19,18506.61,5,5,4,14,Champions
C00813,153,12,10468.57,1,1,1,3,Hibernating
C00814,73,11,8452.75,2,1,1,4,Hibernating
C00815,152,16,15021.39,1,3,3,7,Potential Loyalists
C00816,17,12,10148.03,4,1,1,6,At Risk
C00817,32,30,27183.46,3,5,5,13,Champions
C00818,85,18,19336.29,2,4,4,10,Loyal Customers
C00819,56,14,8302.96,2,2,1,5,At Risk
C00820,60,11,11777.640000000001,2,1,2,5,At Risk
C00821,123,13,14368.880000000001,1,2,2,5,At Risk
C00822,7,13,7439.1900000000005,5,2,1,8,Potential Loyalists
C00823,52,16,13892.82,2,3,2,7,Potential Loyalists
C00824,161,8,5944.13,1,1,1,3,Hibernating
C00825,19,20,24902.35,4,5,5,14,Champions
C00826,21,18,18547.35,4,4,4,12,Loyal Customers
C00827,115,19,19051.3,1,5,4,10,Loyal Customers
C00828,3,24,28649.86,5,5,5,15,Champions
C00829,16,13,17374.81,4,2,4,10,Loyal Customers
C00830,62,11,9574.49,2,1,1,4,Hibernating
C00831,5,19,18413.62,5,5,4,14,Champions
C00832,10,18,24052.11,5,4,5,14,Champions
C00833,50,9,8016.95,2,1,1,4,Hibernating
C00834,43,20,25556.54,3,5,5,13,Champions
C00835,2,19,17625.76,5,5,4,14,Champions
C00836,60,11,6689.9400000000005,2,1,1,4,Hibernating
C00837,147,11,8971.34,1,1,1,3,Hibernating
C00838,40,17,20037.71,3,4,4,11,Loyal Customers
C00839,112,16,15680.77,1,3,3,7,Potential Loyalists
C00840,8,13,17461.66,5,2,4,11,Loyal Customers
C00841,15,10,4829.400000000001,4,1,1,6,At Risk
C00842,21,13,16085.89,4,2,3,9,Potential Loyalists
C00843,112,16,14424.050000000001,1,3,3,7,Potential Loyalists
C00844,56,12,14325.56,2,1,2,5,At Risk
C00845,2,10,7473.17,5,1,1,7,Potential Loyalists
C00846,220,21,28586.81,1,5,5,11,Loyal Customers
C00847,24,11,3945.4700000000003,4,1,1,6,At Risk
C00848,14,30,35437.21,4,5,5,14,Champions
C00849,15,17,21523.21,4,4,5,13,Champions
C00850,87,16,22280.760000000002,2,3,5,10,Loyal Customers
C00851,26,16,19142.59,3,3,4,10,Loyal Customers
C00852,113,12,8510.25,1,1,1,3,Hibernating
C00853,15,22,22194.94,4,5,5,14,Champions
C00854,20,18,21912.47,4,4,5,13,Champions
C00855,48,15,11815.48,2,3,2,7,Potential Loyalists
C00856,36,16,13715.44,3,3,2,8,Potential Loyalists
C00857,10,15,19249.48,5,3,4,12,Loyal Customers
C00858,23,22,26572.66,4,5,5,14,Champions
C00859,38,21,24953.22,3,5,5,13,Champions
C00860,6,20,27720.16,5,5,5,15,Champions
C00861,78,16,16564.11,2,3,3,8,Potential Loyalists
C00862,10,14,18504.35,5,2,4,11,Loyal Customers
C00863,55,14,16325.62,2,2,3,7,Potential Loyalists
C00864,35,11,9598.71,3,1,1,5,At Risk
C00865,21,19,20731.66,4,5,5,14,Champions
C00866,0,12,16290.15,5,1,3,9,Potential Loyalists
C00867,29,28,30776.43,3,5,5,13,Champions
C00868,60,13,9661.58,2,2,1,5,At Risk
C00869,31,16,15265.19,3,3,3,9,Potential Loyalists
C00870,104,21,23610.350000000002,1,5,5,11,Loyal Customers
C00871,56,14,14768.09,2,2,3,7,Potential Loyalists
C00872,23,14,14452.47,4,2,3,9,Potential Loyalists
C00873,10,14,15631.91,5,2,3,10,Loyal Customers
C00874,158,18,17254.37,1,4,4,9,Potential Loyalists
C00875,56,23,24570.66,2,5,5,12,Loyal Customers
C00876,57,14,20922.87,2,2,5,9,Potential Loyalists
C00877,28,16,18599.94,3,3,4,10,Loyal Customers
C00878,10,15,20085.39,5,3,4,12,Loyal Customers
C00879,9,20,25524.4,5,5,5,15,Champions
C00880,56,13,9804.210000000001,2,2,1,5,At Risk
C00881,78,20,23837.64,2,5,5,12,Loyal Customers
C00882,7,14,15326.08,5,2,3,10,Loyal Customers
C00883,74,19,20385.56,2,5,4,11,Loyal Customers
C00884,48,13,12149.199999999999,2,2,2,6,At Risk
C00885,132,14,17974.91,1,2,4,7,Potential Loyalists
C00886,120,10,12824.05,1,1,2,4,Hibernating
C00887,50,12,15284.94,2,1,3,6,At Risk
C00888,12,15,12145.35,4,3,2,9,Potential Loyalists
C00889,12,14,12602.59,4,2,2,8,Potential Loyalists
C00890,53,15,20098.85,2,3,4,9,Potential Loyalists
C00891,18,12,10562.57,4,1,1,6,At Risk
C00892,52,14,18291.0,2,2,4,8,Potential Loyalists
C00893,13,19,17469.9,4,5,4,13,Champions
C00894,35,12,11264.68,3,1,1,5,At Risk
C00895,120,20,22440.31,1,5,5,11,Loyal Customers
C00896,99,19,17443.31,1,5,4,10,Loyal Customers
C00897,31,17,13929.67,3,4,2,9,Potential Loyalists
C00898,25,16,19193.15,4,3,4,11,Loyal Customers
C00899,28,22,26920.37,3,5,5,13,Champions
C00900,12,12,10224.78,4,1,1,6,At Risk
C00901,190,20,26671.1,1,5,5,11,Loyal Customers
C00902,27,13,11928.62,3,2,2,7,Potential Loyalists
C00903,9,15,17596.5,5,3,4,12,Loyal Customers
C00904,2,22,21018.07,5,5,5,15,Champions
C00905,4,22,16880.71,5,5,3,13,Champions
C00906,2,19,14728.18,5,5,3,13,Champions
C00907,74,18,18799.29,2,4,4,10,Loyal Customers
C00908,21,12,11034.09,4,1,1,6,At Risk
C00909,83,14,9022.08,2,2,1,5,At Risk
C00910,24,17,14388.32,4,4,3,11,Loyal Customers
C00911,19,18,15679.099999999999,4,4,3,11,Loyal Customers
C00912,174,10,12326.960000000001,1,1,2,4,Hibernating
C00913,13,14,11198.06,4,2,1,7,Potential Loyalists
C00914,149,13,15522.64,1,2,3,6,At Risk
C00915,163,15,15682.74,1,3,3,7,Potential Loyalists
C00916,43,14,11429.44,3,2,1,6,At Risk
C00917,23,16,11188.85,4,3,1,8,Potential Loyalists
C00918,373,6,5564.46,1,1,1,3,Hibernating
C00919,26,13,10783.98,3,2,1,6,At Risk
C00920,165,16,22761.02,1,3,5,9,Potential Loyalists
C00921,23,13,18006.350000000002,4,2,4,10,Loyal Customers
C00922,19,15,16911.0,4,3,3,10,Loyal Customers
C00923,12,14,17185.88,4,2,4,10,Loyal Customers
C00924,1,10,11084.85,5,1,1,7,Potential Loyalists
C00925,14,18,27119.850000000002,4,4,5,13,Champions
C00926,14,17,11986.24,4,4,2,10,Loyal Customers
C00927,129,14,11818.0,1,2,2,5,At Risk
C00928,31,20,16612.62,3,5,3,11,Loyal Customers
C00929,17,19,20834.54,4,5,5,14,Champions
C00930,49,15,19032.49,2,3,4,9,Potential Loyalists
C00931,69,17,22622.72,2,4,5,11,Loyal Customers
C00932,246,10,10422.7,1,1,1,3,Hibernating
C00933,29,18,25567.01,3,4,5,12,Loyal Customers
C00934,63,10,14941.46,2,1,3,6,At Risk
C00935,86,12,15712.64,2,1,3,6,At Risk
C00936,45,16,14803.81,3,3,3,9,Potential Loyalists
C00937,92,12,10012.27,1,1,1,3,Hibernating
C00938,20,14,15753.12,4,2,3,9,Potential Loyalists
C00939,2,17,18536.5,5,4,4,13,Champions
C00940,126,14,17968.18,1,2,4,7,Potential Loyalists
C00941,24,22,22818.09,4,5,5,14,Champions
C00942,60,17,14705.21,2,4,3,9,Potential Loyalists
C00943,174,14,13957.11,1,2,2,5,At Risk
C00944,53,12,11129.71,2,1,1,4,Hibernating
C00945,40,22,28104.829999999998,3,5,5,13,Champions
C00946,154,13,17823.39,1,2,4,7,Potential Loyalists
C00947,0,11,10447.15,5,1,1,7,Potential Loyalists
C00948,18,13,16702.35,4,2,3,9,Potential Loyalists
C00949,48,10,10846.92,2,1,1,4,Hibernating
C00950,34,18,16635.81,3,4,3,10,Loyal Customers
C00951,8,13,16292.11,5,2,3,10,Loyal Customers
C00952,98,14,12618.36,1,2,2,5,At Risk
C00953,273,14,11189.73,1,2,1,4,Hibernating
C00954,276,12,15258.300000000001,1,1,3,5,At Risk
C00955,109,14,12437.92,1,2,2,5,At Risk
C00956,102,16,18733.83,1,3,4,8,Potential Loyalists
C00957,40,14,15718.03,3,2,3,8,Potential Loyalists
C00958,18,20,20993.57,4,5,5,14,Champions
C00959,90,14,12681.81,2,2,2,6,At Risk
C00960,20,14,12400.55,4,2,2,8,Potential Loyalists
C00961,79,17,20103.61,2,4,4,10,Loyal Customers
C00962,6,13,14295.53,5,2,2,9,Potential Loyalists
C00963,14,19,16424.57,4,5,3,12,Loyal Customers
C00964,13,20,19563.670000000002,4,5,4,13,Champions
C00965,6,17,19680.79,5,4,4,13,Champions
C00966,18,8,6631.54,4,1,1,6,At Risk
C00967,74,14,10961.49,2,2,1,5,At Risk
C00968,2,20,18571.72,5,5,4,14,Champions
C00969,5,10,10377.09,5,1,1,7,Potential Loyalists
C00970,45,24,23413.75,3,5,5,13,Champions
C00971,10,15,16354.49,5,3,3,11,Loyal Customers
C00972,52,19,18611.26,2,5,4,11,Loyal Customers
C00973,4,22,34203.18,5,5,5,15,Champions
C00974,72,19,28780.42,2,5,5,12,Loyal Customers
C00975,15,12,9882.69,4,1,1,6,At Risk
C00976,19,11,9488.99,4,1,1,6,At Risk
C00977,3,15,20440.86,5,3,5,13,Champions
C00978,79,16,19695.04,2,3,4,9,Potential Loyalists
C00979,83,14,13675.94,2,2,2,6,At Risk
C00980,47,21,23351.38,3,5,5,13,Champions
C00981,53,17,17144.9,2,4,4,10,Loyal Customers
C00982,1,20,21837.04,5,5,5,15,Champions
C00983,45,16,17412.66,3,3,4,10,Loyal Customers
C00984,83,16,20621.41,2,3,5,10,Loyal Customers
C00985,4,23,26370.29,5,5,5,15,Champions
C00986,149,15,13921.07,1,3,2,6,At Risk
C00987,187,13,12003.5,1,2,2,5,At Risk
C00988,57,10,8116.83,2,1,1,4,Hibernating
C00989,5,15,15237.52,5,3,3,11,Loyal Customers
